,content,date,rating
1421,"An interesting read and descriptions of staff fears ring true as well of those of the informed public. how actual fact based the information is remains a question in my mind ,even though I have no doubt that the current administration is both an embarrassment and danger to the America we believed we were.",January-14-2018,3
1422,Interesting behind the scenes reality. I wonder how it will lall turn out.,February-20-2018,4
1423,"I have enjoyed reading this book, and I donâ€™t read books.  It is well written, easy to see and read.  Most importantly, it is believable.  The book is concerning because it is so much worse than is being reported.",March-9-2018,5
1424,"This book only confirms my thoughts about Donald Trump in the White House. To me it is clear he is a loose canon in the Oval Office. It is also clear that Trump's claims of genius are seriously out of line. The book is well written and straight forward. Of course, in books of this type it often has a hidden agenda but I saw no reason to doubt based on Trump's daily behavior.",March-8-2018,4
1425,"And I bought it at smile.amazon.com which means a donation goes to The Nature Conservancy. Take that Trump! There's human interest, strong evidence of dementia and/or insanity, and maybe even a few new tidbits for Mueller to follow up on. Raises intriguing questions about how much Bannon will give (or maybe has already given) the prosecutors.If making Trump's day a little worse will make your day a little better, buy this book!",January-6-2018,5
1426,This book should be required reading for everyone registered to vote.,March-4-2018,5
1427,This book is so engrossing reads like a novel. Full of revealing detail. Well-written.,February-20-2018,5
1428,Everyone needs to wake up and see what is happening here. Mr. Wolff's book gives us insight into something most of us paying attention already knew.,January-5-2018,5
1429,It shows what a mess our White House is in. There is no one home and kids are making all the decisions.,March-8-2018,5
1430,"Doesnâ€™t really tell us much that couldnâ€™t be gleaned from the continuous press coverage of the fiasco that is the Trump presidency but the bits of new information that are there are worth waiting for. The overall style, as a condensed read covering the first nine months or so of Trumpâ€™s only term, is very entertaining but the writing is quite painfully convoluted with endless recursive digressions which make reading the text something of a chore. Worth struggling through for the fun revelations.",April-7-2018,3
1431,"Without actual recordings released, it's difficult to say what parts are entirely accurate, but the major players and motions appear to be in line with actual events.Failing that, it is an interesting read which is cause for concern.",January-21-2018,4
